what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1331560591559
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1331560591561
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1331560591561
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1331560591565
stopped,bundle,org.eclipse.dltk.testing,3.0.0.v20110423,"org.eclipse.dltk.testing",1331560591566
stopped,bundle,org.eclipse.dltk.debug.ui,3.0.0.v20110423,"org.eclipse.dltk.debug.ui",1331560591567
stopped,bundle,org.eclipse.dltk.formatter,3.0.0.v20110609-1525,"org.eclipse.dltk.formatter",1331560591568
stopped,bundle,org.eclipse.dltk.validators.externalchecker,3.0.0.v20110423,"org.eclipse.dltk.validators.externalchecker",1331560591568
stopped,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1331560591568
stopped,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1331560591575
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1331560591578
stopped,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1331560591579
stopped,bundle,shade.bterl,0.15.0.201202052049,"shade.bterl",1331560591579
stopped,bundle,org.erlide.test_support,0.15.0.201202052049,"org.erlide.test_support",1331560591580
